,0.2.09.10.M,0.2.08.10.M,0.2.07.10.M,0.2.06.10.M,0.2.05.10.M,0.2.04.10.M,0.2.03.10.M,0.2.02.10.M,0.2.01.10.M,0.2.15.10.M,0.2.46.10.M,0.2.14.10.M,0.2.45.10.M,0.2.13.10.M,0.2.44.10.M,0.2.12.10.M,0.2.43.10.M,0.2.11.10.M,0.2.42.10.M,0.2.10.10.M,0.2.41.10.M,0.2.20.10.M
2014-03-01,1293.2,508,1101.6,1255.3,1369.6,1002.2,721.2,824.8,7978.7,1244,3232,1988,3099.9,1149.4,1293.2,1222.9,1609.5,402.4,3627,325.2,9524.6,22386.2
2014-04-01,1442.9,500,1156.4,1235.6,1303,922.3,705,821.5,7697.4,1242.8,3182.1,1939.3,3009.6,1122.6,1442.9,1196,1656.5,418.5,3460.9,272.5,9223.9,21975.8
2014-05-01,1411.8,547.3,1233.2,1259.5,1399.2,994.3,690.9,810,7885.1,1268.6,3228.3,1959.7,3160.5,1204.7,1411.8,1284.7,1780.5,379.8,3653,291.3,9386,22620.1
2014-06-01,1461.6,503.5,1177.3,1230.4,1531.1,1082.5,680.4,765.9,7531.2,1233.1,3067.5,1834.5,3029.7,1171.9,1461.6,1220.1,1680.8,373.1,3844.1,264.6,8977.5,22061.3
2014-07-01,1501.6,512.3,1136.7,1298.2,1495,1084.8,684.9,808.1,7900.3,1327.8,3315.8,1988,3179.3,1199.6,1501.6,1295.5,1649,388.3,3878.1,296,9393.3,22917.2
2014-08-01,1254.2,526.4,1077.6,1352.8,1443.9,1049.4,694.9,819.9,8067.7,1335.2,3350.7,2015.6,3260.7,1238.9,1254.2,1318.6,1604.1,377.8,3846.1,325.4,9582.4,22898.2
2014-09-01,1356.4,544,1147.2,1480.2,1529.7,1023.3,690.9,842.4,7820.6,1338,3360.4,2022.4,3262.1,1228.6,1356.4,1308,1691.2,442,4033.2,283.6,9353.8,23057.2
2014-10-01,1478.7,586.8,1204.7,1613.7,1573.9,1091.2,723.3,911,8330.1,1390.1,3401.6,2011.4,3417.8,1352.6,1478.7,1334.7,1791.5,441.7,4278.7,288.7,9964.4,24332.7
2014-11-01,1687.7,616.3,1204.6,1577.3,1704.4,1139.6,720.9,926.3,8263.9,1390.7,3374.9,1984.2,3577.5,1505,1687.7,1276.6,1821,496.1,4421.3,299.8,9911.1,24793.5
2014-12-01,2756.9,1065.3,1841.6,1629.4,2401.3,1326.7,894.8,1353,9023.8,1494.2,3692.7,2198.5,4440.3,1766,2756.9,1500.1,2907,798.5,5357.5,375.7,11271.6,30425.9
2015-01-01,1471.2,635.9,1160.3,1395.2,1640.5,1122.2,688.9,893.1,8373.4,1378,3391.3,2013.3,3152.6,1228.4,1471.2,1193.7,1796.2,455.4,4157.9,275,9955.4,23924.6
2015-02-01,1053.8,540.2,916,1265.9,1435.4,981.1,669.1,771.8,7579.1,1202.6,3027.5,1824.9,2999.9,1211.8,1053.8,1162.4,1456.2,346.8,3682.4,279,9020,21239.9
2015-03-01,1367.2,569.3,1132.7,1392.1,1516.4,1075.1,709.6,882.5,8334.5,1327.7,3361.9,2034.2,3243.1,1315.1,1367.2,1248,1702,381.6,3983.5,298.4,9926.5,23584.2
2015-04-01,1442.2,556.4,1237,1313.6,1391,1009.3,694.2,826.8,8017,1306.8,3266.5,1959.7,3058.8,1248.8,1442.2,1181.6,1793.4,372.2,3713.9,256.2,9538,22812.9
2015-05-01,1428.7,603,1288.3,1352.9,1521.1,1102.9,685.3,824.5,8197.3,1313.6,3314,2000.4,3214.7,1335.6,1428.7,1272,1891.2,343.1,3976.9,264.1,9707.1,23532.6
2015-06-01,1480.9,559.2,1215.5,1382.2,1732.1,1204.8,683.2,788.4,7746.3,1312.1,3257.5,1945.4,3243.5,1361,1480.9,1276.1,1774.7,368.8,4319.2,237.5,9217.8,23293.5
2015-07-01,1540.9,586.4,1202.1,1386.5,1616.3,1183.2,710,836.2,8171.8,1410.3,3445.3,2034.9,3337.2,1381.3,1540.9,1338.7,1788.5,358.6,4186.1,258.6,9718,24015.9
2015-08-01,1331.9,583.3,1113.8,1460.5,1581.2,1118.2,708.6,847.7,8278.4,1372.9,3421.1,2048.2,3379.5,1394.3,1331.9,1347.7,1697.1,366.5,4159.8,271,9834.8,23824.2
2015-09-01,1400.1,583.1,1207,1582,1588.5,1103.4,705.9,865.2,8074.7,1387.8,3444.4,2056.6,3454.5,1401,1400.1,1355.9,1790.1,438.2,4273.9,259.5,9645.8,24008.9
2015-10-01,1566.3,614.1,1274.4,1715.6,1672.5,1179.8,720,926.9,8672.2,1432,3525.8,2093.8,3579.5,1471.4,1566.3,1400.6,1888.5,432,4567.9,275.5,10319.2,25447.3
2015-11-01,1730.5,633.8,1281.7,1656,1817.1,1219.6,720.5,939.8,8468.2,1412.2,3491.3,2079.1,3824.9,1640.6,1730.5,1390.1,1915.6,507.6,4692.8,286.6,10128.5,25783.5
2015-12-01,2913.6,1117.8,1962.2,1748.6,2577.9,1409.4,887.8,1400.5,9442.9,1541.6,3819.9,2278.3,4642.5,1880.5,2913.6,1590.6,3079.9,799.4,5735.9,372,11731.2,31923
2016-01-01,1519.2,655.5,1220.2,1490.8,1703.6,1182.3,684.3,916.2,8644.3,1387.3,3431.8,2044.5,3304.9,1355.5,1519.2,1226.7,1875.7,456.6,4376.7,266.1,10244.9,24753.1
2016-02-01,1155.8,558.8,1039.9,1423.5,1500.2,1055.9,683.8,825.7,8047.4,1277.4,3186.9,1909.5,3257,1397,1155.8,1233.4,1598.7,361.6,3979.6,265,9556.9,22734.9
2016-03-01,1451.5,558.8,1221.8,1478.8,1572.6,1046,729.5,947.7,8676.8,1408.9,3435.2,2026.4,3398.6,1411.4,1451.5,1305.3,1780.6,407.7,4097.4,274.3,10354,24517.3
2016-04-01,1451,597.2,1327.4,1453,1529.1,1082.7,697.8,859.7,8170.5,1414,3451.7,2037.7,3355.8,1402.8,1451,1322,1924.6,390.7,4064.9,240.3,9727.9,23975.9
2016-05-01,1449.7,613.4,1313.4,1455.9,1547.7,1088.8,711.1,852.5,8251.6,1409.7,3431,2021.3,3428.5,1447.8,1449.7,1362.1,1926.7,373,4092.5,245.5,9815.2,24143.5
2016-06-01,1596.1,603.3,1363.8,1413.4,1753.2,1190.8,691.6,831.9,7993,1402.4,3313.9,1911.5,3414.4,1467.4,1596.1,1329.3,1967.1,385.3,4357.3,232.3,9516.5,24165.3
2016-07-01,1468.3,604.9,1271.1,1409.9,1622.8,1192.4,697.7,871.2,8359.6,1524.3,3573,2048.7,3492.7,1460.7,1468.3,1373.4,1876.1,402.5,4225.1,256.1,9928.5,24563.7
2016-08-01,1293.9,599.5,1206.8,1534.6,1539.7,1165.1,714.7,884.5,8442.7,1532,3647.5,2115.5,3562.3,1480.1,1293.9,1415.3,1806.3,396,4239.4,270.9,10041.9,24591.3
2016-09-01,1393.5,615.1,1281.7,1722.2,1589.2,1157.6,712.5,926.7,8366.5,1565.9,3696.3,2130.4,3602.3,1516,1393.5,1417.6,1896.8,420.2,4469,248.4,10005.7,25063.6
2016-10-01,1497.4,633.5,1304.3,1850.7,1648.9,1197.2,728.5,940,8814.1,1575.8,3716.6,2140.8,3643.2,1579.9,1497.4,1382.7,1937.8,427.6,4696.8,253,10482.6,25974.6
2016-11-01,1684.3,667.4,1389.7,1825.1,1778.5,1270.8,741.9,993.4,8700.5,1554.1,3678.5,2124.5,4051.1,1836.3,1684.3,1436.1,2057.1,503.3,4874.4,275.3,10435.7,26781.1
2016-12-01,2850.4,1200.1,2130.4,1768.5,2549.5,1464.3,901.2,1478.4,9850.4,1702.2,4047.3,2345.1,4859.6,2002.7,2850.4,1696,3330.5,781.7,5782.3,379.1,12230.1,33100.2
2017-01-01,1428.5,668.8,1271,1507.8,1731.5,1224.2,705.5,943.6,8782.3,1537.1,3621.4,2084.3,3421.5,1459.7,1428.5,1253.2,1939.7,438.2,4463.5,270.4,10431.5,25306.2
2017-02-01,1092.4,559.9,999,1370.9,1492.9,1033.9,674.1,831.7,8068.7,1332.2,3260.6,1928.3,3230.8,1396.1,1092.4,1241.4,1558.9,332,3897.6,261.3,9574.6,22615
2017-03-01,1370.3,599.4,1227.2,1458.4,1612.1,1126.5,728.4,941.8,8840,1498.6,3619,2120.4,3590.4,1478.8,1370.3,1430.2,1826.7,403.7,4196.9,277.6,10510.3,25113.5
2017-04-01,1522.6,576.4,1309.3,1437,1474.7,1083.2,728.5,932.5,8613,1490.7,3567,2076.2,3338.8,1373.3,1522.6,1335.5,1885.8,390.2,3994.9,239.8,10274.1,24583.1
2017-05-01,1452.4,646.2,1378,1476.3,1632.4,1182.2,720.6,877.6,8591.4,1469.3,3598.6,2129.4,3577.3,1485.1,1452.4,1467.9,2024.2,372.3,4291,252,10189.7,25133.2
2017-06-01,1557.2,618.6,1369.7,1477.3,1847.9,1334.2,695.3,868.6,8293.7,1462.5,3544.2,2081.7,3560.8,1491.2,1557.2,1438.7,1988.3,396.3,4659.4,234.6,9857.6,25167.5
2017-07-01,1445.5,610.1,1286.3,1475.1,1661,1229.1,709.5,913.3,8650,1533.6,3698.1,2164.5,3600.7,1503.6,1445.5,1433.4,1896.4,412.4,4365.1,251.3,10272.8,25278.6
2017-08-01,1303.1,606.1,1233.2,1535.8,1603.6,1207.9,720.6,922.8,8720.3,1538.4,3711.2,2172.8,3710.9,1560,1303.1,1490.2,1839.3,395.3,4347.3,265.4,10363.7,25275.4
